  0.8	 73.3	122	90	  0.7	19.09
  1.6	 76.9	118	87	  4.5	18.17
  2.4	 79.8	117	88	  8.8	16.50
  3.1	 76.7	119	90	 12.8	12.03
  3.9	 76.7	123	89	 16.2	11.80
  4.7	 76.5	121	89	 20.1	12.66
  5.5	 78.1	119	88	 24.6	15.24
  6.2	 78.5	119	89	 28.1	16.62
  7.0	 75.6	121	90	 31.6	12.69
  7.8	 74.1	122	90	 36.4	14.61
  8.6	 72.8	121	89	 40.0	15.29
  9.4	 76.3	118	86	 44.1	16.15
 10.2	 77.5	117	87	 48.5	11.95
 11.0	 77.5	117	88	 52.9	11.90
 11.8	 77.9	119	88	 58.2	10.44
 12.5	 77.5	121	89	 62.5	15.09
 13.3	 78.3	121	90	 67.3	13.22
 14.1	 77.9	121	92	 71.9	13.86
 14.8	 77.1	123	93	 76.2	15.30
 15.6	 76.3	124	92	 80.2	12.67
 16.4	 76.9	123	92	 84.4	13.69
 17.2	 78.3	121	91	 88.5	14.30
 18.0	 77.3	120	92	 92.5	15.24
 18.7	 77.3	122	91	 96.9	10.87
 19.5	 77.9	120	90	101.3	13.90
 20.3	 78.5	118	88	105.5	11.10
 21.0	 81.1	115	87	109.8	13.87
 21.8	 83.1	116	88	116.0	15.42
 22.5	 82.0	119	90	120.6	14.95
 23.2	 80.4	123	92	125.5	13.12
 24.0	 79.6	123	92	130.4	14.54
 24.7	 79.6	122	91	134.8	11.82
 25.5	 80.9	120	91	135.9	17.59
 26.2	 82.2	120	91	141.2	11.26
 27.0	 83.3	120	90	145.9	13.12
 27.7	 84.7	122	91	151.2	10.31
 28.4	 85.2	123	92	156.1	12.76
 29.1	 84.7	123	94	161.1	 9.97
 29.8	 81.3	125	97	165.8	13.80
 30.5	 78.1	128	97	170.2	10.37
 31.3	 74.6	130	97	174.1	11.63
 32.1	 74.6	129	95	179.4	20.21
 32.9	 77.3	125	94	188.2	10.25
 33.7	 78.1	123	93	198.8	12.42
 34.5	 77.9	122	92	204.0	10.50
 35.2	 77.7	122	91	209.3	11.40
 36.0	 79.2	121	90	214.0	10.62
 36.8	 81.3	119	89	219.8	12.76
 37.5	 83.8	118	89	224.3	10.75
 38.2	 82.9	119	91	229.1	13.03
 38.9	 81.5	122	92	234.0	13.05
 39.7	 80.0	123	92	239.3	15.74
 40.4	 79.8	122	91	244.4	13.14
 41.2	 81.5	120	91	250.1	12.07
 41.9	 82.6	119	91	256.2	10.56
 42.6	 80.6	119	90	262.1	13.08
 43.4	 80.6	121	90	267.2	12.77
 44.1	 79.6	121	91	272.5	12.31
 44.9	 81.5	121	91	277.7	11.50
 45.6	 82.9	119	91	282.9	 7.62
 46.3	 82.4	120	92	286.6	 9.72
 47.1	 82.0	120	92	290.4	10.06
 47.8	 81.1	119	91	294.1	14.33
 48.5	 82.6	118	90
 49.3	 83.8	116	90
 50.0	 84.7	117	90
 50.7	 83.8	118	92
 51.4	 82.9	120	92
 52.1	 82.4	120	92
 52.9	 81.7	119	92
 53.6	 83.8	117	90
 54.3	 85.0	116	90
 55.0	 87.0	117	90
 55.7	 85.0	121	92
 56.4	 83.8	121	93
 57.1	 83.3	121	94
 57.8	 83.1	120	93
 58.6	 83.8	119	91
 59.3	 84.5	117	91
 60.0	 84.0	119	91
 60.7	 83.1	120	92
 61.4	 82.4	121	93
 62.2	 83.1	120	92
 62.9	 83.1	119	92
 63.6	 84.3	119	92
 64.3	 86.2	121	93
 65.0	 85.5	122	95
 65.7	 83.1	124	95
 66.4	 82.6	124	95
 67.2	 81.5	124	95
 67.9	 83.6	122	93
 68.6	 84.7	120	93
 69.3	 85.2	121	92
 70.0	 84.3	122	93
 70.7	 84.3	124	94
 71.4	 82.0	124	94
 72.2	 80.9	125	94
 72.9	 82.4	122	93
 73.7	 82.6	122	93
 74.4	 82.0	122	93
 75.1	 82.0	122	92
 75.8	 80.4	122	92
 76.6	 81.5	120	91
 77.3	 83.1	119	91
 78.0	 81.7	120	92
 78.8	 80.0	121	92
 79.5	 78.1	123	92
 80.3	 79.2	121	91
 81.1	 81.1	120	91
 81.8	 82.9	119	90
 82.5	 83.3	122	92
 83.2	 81.3	125	94
 84.0	 77.5	128	96
 84.8	 77.3	128	95
 85.5	 77.7	126	95
 86.3	 77.7	127	96
 87.1	 77.7	127	95
 87.8	 77.1	127	95
 88.6	 78.9	124	94
 89.4	 81.1	122	93
 90.1	 82.9	123	93
 90.8	 82.0	125	96
 91.6	 80.6	127	96
 92.3	 79.4	127	97
 93.1	 80.4	125	95
 93.8	 82.4	125	95
 94.5	 80.4	124	96
 95.3	 79.8	124	95
 96.0	 79.6	122	95
 96.8	 79.6	120	94
 97.6	 82.6	118	94
 98.3	 84.0	119	93
 99.0	 82.4	122	95
 99.7	 82.0	124	95
100.5	 80.9	125	96
101.2	 77.5	124	96
102.0	 77.9	123	95
102.7	 80.4	121	93
103.5	 79.6	121	95
104.2	 79.2	121	95
105.0	 79.4	122	95
105.8	 80.0	121	95
106.5	 81.5	119	94
107.2	 79.6	122	95
108.0	 78.3	122	96
108.8	 77.1	123	96
109.5	 78.1	122	96
110.3	 79.2	120	96
111.1	 80.2	117	94
111.8	 82.9	113	94
112.5	 84.0	118	94
113.3	 83.1	119	98
114.0	 82.4	119	98
114.7	 81.3	119	96
115.4	 81.3	119	96
116.2	 81.3	119	96
116.9	 83.1	118	96
117.6	 85.7	119	96
118.3	 83.6	121	99
119.1	 82.6	123	99
119.8	 80.6	122	98
120.5	 79.8	122	98
121.3	 81.7	121	98
122.0	 83.1	120	97
122.7	 83.8	120	99
123.5	 82.9	119	98
