  0.2	 72.1	107	66	  4.6	10.61
  1.0	 71.6	117	65	  8.9	11.57
  1.8	 70.6	117	67	 13.7	10.19
  2.7	 69.6	115	66	 19.0	 9.45
  3.5	 73.5	110	65	 23.5	 9.89
  4.3	 78.9	106	65	 27.9	 8.42
  5.1	 82.9	101	65	 32.5	 9.06
  5.8	 85.2	96	64	 37.1	 7.96
  6.5	 82.6	96	63	 42.4	 6.83
  7.3	 81.7	107	64	 48.0	 5.79
  8.0	 79.4	114	67	 53.9	 6.28
  8.8	 76.3	114	68	 59.6	 6.80
  9.5	 75.8	108	67	 70.3	 7.18
 10.3	 80.0	101	66	 75.8	 9.00
 11.1	 75.4	99	65	 80.8	 4.92
 11.9	 74.6	112	64	 87.0	 5.54
 12.7	 73.3	114	66	 92.7	 6.01
 13.5	 71.9	111	65	 98.8	 4.72
 14.3	 72.8	108	65	105.1	 5.90
 15.2	 78.1	102	65	111.4	 5.17
 15.9	 73.5	103	66	118.0	 5.32
 16.7	 73.2	117	66	130.6	 4.73
 17.6	 71.4	119	69	136.7	 4.83
 18.4	 69.6	116	69	143.0	 5.81
 19.3	 70.1	112	69	149.3	 5.90
 20.1	 73.9	105	67	155.7	 6.20
 20.9	 71.8	101	68	162.0	 6.70
 21.8	 71.6	114	67	168.1	 5.44
 22.6	 70.4	117	70	175.1	 6.84
 23.5	 70.1	114	70	180.4	 5.52
 24.3	 75.4	107	69	187.2	 6.25
 25.1	 71.8	104	69	193.3	 7.54
 25.9	 72.3	115	67	198.7	10.34
 26.8	 71.3	117	70	200.6	 5.81
 27.6	 70.4	116	69	206.0	 7.17
 28.5	 72.6	112	68	211.9	 4.60
 29.3	 76.3	105	68	218.6	 8.72
 30.1	 73.9	111	68	224.7	 7.01
 30.9	 73.9	118	68	231.3	 7.26
 31.7	 73.2	117	69	237.1	 6.45
 32.5	 72.5	115	69	244.0	 4.92
 33.4	 75.8	110	67	250.2	 6.12
 34.1	 77.1	106	68	256.6	 8.06
 34.9	 75.4	113	68	262.4	 8.13
 35.7	 74.4	119	69	267.6	 6.39
 36.5	 72.5	118	69	273.9	 6.20
 37.4	 71.8	112	68	280.2	 7.35
 38.2	 76.9	106	67	286.2	 8.38
 39.0	 74.1	102	68	291.3	 9.65
 39.8	 74.6	114	67	294.0	 6.96
 40.6	 73.9	117	70
 41.4	 71.8	116	70
 42.2	 70.1	114	70
 43.1	 73.7	109	69
 43.9	 72.6	104	69
 44.7	 72.1	112	68
 45.6	 72.6	115	70
 46.4	 71.6	114	71
 47.2	 71.6	112	70
 48.1	 71.6	109	69
 48.9	 75.0	105	68
 49.7	 73.7	103	68
 50.5	 72.8	113	67
 51.3	 70.9	117	69
 52.2	 69.3	114	68
 53.0	 69.0	111	67
 53.9	 69.1	107	66
 54.8	 73.2	101	63
 55.6	 72.5	98	63
 56.4	 73.9	106	63
 57.2	 73.7	109	65
 58.1	 72.3	109	66
 58.9	 71.6	107	66
 59.7	 72.8	105	65
 60.6	 76.5	101	64
 61.3	 78.1	98	65
 62.1	 75.8	108	66
 62.9	 75.0	117	68
 63.7	 72.1	117	69
 64.5	 70.9	114	68
 65.4	 70.6	110	67
 66.2	 73.0	104	66
 67.0	 76.7	99	65
 67.8	 75.6	106	67
 68.6	 75.9	114	68
 69.4	 75.2	116	71
 70.2	 74.4	113	71
 71.0	 76.5	108	70
 71.8	 76.9	103	70
 72.6	 76.7	109	69
 73.4	 76.1	115	71
 74.2	 76.3	115	73
 74.9	 75.2	114	73
 75.7	 73.3	112	73
 76.6	 77.1	108	71
 77.3	 78.1	104	71
 78.1	 75.6	111	71
 78.9	 74.6	120	71
 79.7	 72.6	119	72
 80.5	 70.6	115	70
 81.4	 71.9	108	68
 82.2	 74.1	101	67
 83.0	 72.6	103	65
 83.8	 73.3	111	66
 84.7	 73.2	110	68
 85.5	 73.5	109	68
 86.3	 73.3	106	67
 87.1	 73.9	102	67
 87.9	 78.7	98	65
 88.7	 78.9	99	67
 89.5	 77.1	110	67
 90.2	 75.4	116	69
 91.0	 73.5	116	70
 91.8	 72.3	113	68
 92.7	 73.2	108	67
 93.5	 77.5	102	65
 94.3	 79.6	98	65
 95.0	 77.3	106	66
 95.8	 77.1	113	67
 96.6	 74.8	116	70
 97.4	 72.8	113	69
 98.2	 71.4	110	68
 99.0	 72.6	106	67
 99.9	 77.9	100	66
100.6	 75.9	101	66
101.4	 76.5	111	66
102.2	 74.8	114	69
103.0	 73.7	112	69
103.8	 73.0	109	69
104.6	 73.3	106	68
105.5	 75.8	102	67
106.3	 80.2	98	66
107.0	 78.1	100	67
107.8	 78.1	112	68
108.5	 76.5	119	71
109.3	 74.4	118	72
110.1	 73.0	115	71
111.0	 72.5	112	70
111.8	 74.3	107	69
112.6	 78.9	101	68
113.3	 77.3	103	69
114.1	 77.5	113	70
114.9	 74.8	117	72
115.7	 73.3	115	72
116.5	 72.5	113	72
117.3	 72.3	111	71
118.2	 73.0	108	70
119.0	 78.1	103	69
119.8	 76.1	107	70
120.6	 77.1	117	70
121.3	 76.5	119	73
122.1	 75.4	119	73
122.9	 73.5	115	72
123.7	 74.1	113	71
124.5	 78.3	108	70
125.3	 76.3	106	70
126.1	 75.4	117	70
126.9	 74.4	119	70
127.7	 73.5	116	70
128.5	 72.8	112	70
129.3	 73.3	107	69
130.2	 74.6	104	68
131.0	 78.3	102	67
131.7	 82.2	103	68
132.4	 80.0	108	70
133.2	 80.4	120	72
133.9	 78.1	123	74
134.7	 74.3	121	74
135.5	 73.3	119	73
136.3	 71.9	116	72
137.2	 75.4	110	70
138.0	 79.8	103	70
138.7	 76.7	105	70
139.5	 77.3	116	70
140.3	 75.9	119	73
141.1	 76.1	117	74
141.9	 76.9	113	74
142.6	 77.9	111	73
143.4	 81.3	110	74
144.1	 85.7	108	73
144.8	 83.1	110	75
145.6	 80.9	126	76
146.3	 76.5	132	79
147.1	 71.6	131	78
147.9	 68.5	128	76
148.8	 69.1	122	76
149.7	 70.6	113	75
150.5	 75.9	106	74
151.3	 74.8	102	73
152.1	 75.9	112	72
152.9	 75.8	114	75
153.7	 75.4	113	76
154.5	 75.9	110	76
155.3	 75.8	109	75
156.1	 79.2	107	74
156.8	 83.3	104	74
157.6	 81.7	106	75
158.3	 80.6	117	76
159.0	 78.5	121	79
159.8	 74.8	122	78
160.6	 73.3	119	75
161.4	 73.0	115	73
162.2	 74.3	110	70
163.0	 79.2	104	69
163.8	 79.8	102	69
164.6	 78.3	113	70
165.3	 76.3	119	71
166.1	 73.3	118	70
166.9	 73.3	115	69
167.7	 74.8	110	68
168.5	 78.3	105	67
169.3	 82.4	101	67
170.0	 80.4	103	68
170.8	 80.6	116	69
171.5	 78.9	120	73
172.3	 75.9	122	74
173.1	 73.3	118	73
173.9	 73.0	117	72
174.7	 72.6	113	71
175.5	 76.9	108	71
176.3	 81.1	101	71
177.1	 78.5	107	73
177.8	 78.3	117	73
178.6	 77.1	122	76
179.4	 75.0	120	76
180.2	 75.0	118	76
181.0	 78.1	114	75
181.7	 82.4	107	74
182.5	 78.9	109	74
183.2	 78.1	122	74
184.0	 76.3	126	76
184.8	 72.8	125	76
185.6	 70.8	120	74
186.5	 70.6	116	72
187.3	 72.5	111	70
188.1	 79.4	105	69
188.9	 81.3	101	70
189.6	 79.2	109	71
190.4	 78.3	120	72
191.2	 76.5	123	74
191.9	 73.9	120	74
192.8	 72.5	118	73
193.6	 73.9	114	73
194.4	 79.8	107	72
195.1	 77.5	105	73
195.9	 77.1	117	73
196.7	 75.4	121	76
197.5	 73.5	120	76
198.3	 73.5	117	75
199.1	 75.2	111	74
199.9	 73.7	105	74
200.7	 76.9	110	72
201.5	 80.4	108	74
202.3	 75.9	115	75
203.1	 75.6	125	75
203.8	 73.7	123	75
204.7	 72.1	120	73
205.5	 70.4	114	72
206.3	 71.9	108	70
207.2	 78.7	101	69
207.9	 77.7	100	70
208.7	 78.1	112	69
209.5	 76.5	118	72
210.3	 75.0	119	73
211.1	 73.5	116	73
211.9	 73.7	113	72
212.7	 77.7	107	71
213.5	 78.3	105	71
214.2	 76.9	113	72
215.0	 76.1	119	72
215.8	 74.4	117	73
216.6	 73.0	116	73
217.4	 73.2	111	72
218.2	 73.9	108	72
219.1	 75.8	105	72
219.8	 81.7	101	72
220.6	 80.9	100	72
221.3	 78.1	114	73
222.1	 75.4	121	74
222.9	 72.3	122	75
223.7	 70.6	118	74
224.6	 70.8	114	73
225.4	 74.8	107	73
226.2	 79.4	101	73
227.0	 75.8	107	74
227.8	 74.4	118	74
228.6	 73.7	121	75
229.4	 72.3	120	76
230.2	 73.0	116	76
231.0	 73.5	114	75
231.9	 75.8	108	74
232.6	 81.5	103	74
233.4	 78.5	105	75
234.1	 77.1	118	74
234.9	 74.4	123	75
235.7	 71.9	121	75
236.6	 71.1	117	74
237.4	 71.8	113	73
238.2	 77.7	104	73
239.0	 75.9	102	74
239.8	 76.3	114	73
240.6	 76.3	117	76
241.4	 74.4	118	76
242.2	 74.6	115	76
243.0	 74.4	114	76
243.8	 75.0	110	76
244.6	 78.9	107	75
245.4	 81.3	104	76
246.1	 78.3	112	76
246.9	 76.1	122	76
247.6	 73.5	123	77
248.5	 71.4	118	76
249.3	 71.8	114	76
250.1	 71.9	110	75
251.0	 78.1	103	74
251.7	 78.1	99	75
252.5	 77.3	111	75
253.3	 77.3	117	75
254.1	 75.8	117	76
254.9	 74.6	116	76
255.7	 73.5	114	76
256.5	 74.3	111	76
257.3	 78.9	108	76
258.0	 81.5	104	77
258.8	 77.5	110	77
259.6	 77.1	122	77
260.3	 73.2	124	78
261.1	 70.3	122	79
262.0	 69.8	119	79
262.9	 71.8	113	78
263.7	 76.7	104	78
264.5	 73.2	108	78
265.3	 73.0	114	77
266.1	 72.5	115	77
267.0	 71.4	111	77
267.8	 70.9	107	77
268.6	 76.7	101	76
269.4	 73.9	100	76
270.2	 75.2	111	75
271.0	 74.4	115	77
271.8	 73.2	114	77
272.7	 72.6	112	77
273.5	 71.9	110	77
274.3	 73.5	106	77
275.1	 79.2	100	76
275.9	 76.7	103	77
276.7	 77.1	114	76
277.4	 76.1	118	76
278.2	 73.2	117	78
279.1	 72.5	115	78
279.9	 72.5	113	78
280.7	 76.1	108	78
281.5	 78.5	104	78
282.3	 75.0	112	78
283.1	 73.5	117	78
283.9	 72.8	117	78
284.7	 72.8	114	78
285.5	 73.0	109	79
286.4	 74.4	107	78
287.2	 80.6	102	78
287.9	 77.1	103	79
288.7	 76.7	115	78
289.5	 74.8	118	79
290.3	 72.1	117	79
291.1	 71.3	115	79
291.9	 74.1	112	79
292.7	 73.2	108	79
293.6	 72.5	112	79
294.4	 75.6	111	79
295.2	 76.5	109	79
296.0	 73.3	115	79
296.8	 73.3	120	79
297.6	 71.8	118	79
298.4	 71.4	114	80
